Patch,Champion,Percentile,Effective Winrate
OB65,Ying,0.0,0.4210
OB65,Ying,0.05,0.4402
OB65,Ying,0.1,0.4565
OB65,Ying,0.2,0.4728
OB65,Ying,0.3,0.4868
OB65,Ying,0.4,0.4981
OB65,Ying,0.5,0.5091
OB65,Ying,0.6,0.5203
OB65,Ying,0.7,0.5342
OB65,Ying,0.8,0.5514
OB65,Ying,0.9,0.5656
OB65,Ying,0.95,0.5839
OB65,Drogoz,0.0,0.4292
OB65,Drogoz,0.05,0.4499
OB65,Drogoz,0.1,0.4670
OB65,Drogoz,0.2,0.4831
OB65,Drogoz,0.3,0.4965
OB65,Drogoz,0.4,0.5094
OB65,Drogoz,0.5,0.5220
OB65,Drogoz,0.6,0.5347
OB65,Drogoz,0.7,0.5478
OB65,Drogoz,0.8,0.5639
OB65,Drogoz,0.9,0.5798
OB65,Drogoz,0.95,0.5963
OB65,Bomb King,0.0,0.4324
OB65,Bomb King,0.05,0.4520
OB65,Bomb King,0.1,0.4679
OB65,Bomb King,0.2,0.4828
OB65,Bomb King,0.3,0.4952
OB65,Bomb King,0.4,0.5066
OB65,Bomb King,0.5,0.5182
OB65,Bomb King,0.6,0.5309
OB65,Bomb King,0.7,0.5455
OB65,Bomb King,0.8,0.5632
OB65,Bomb King,0.9,0.5802
OB65,Bomb King,0.95,0.5989
OB65,Viktor,0.0,0.4094
OB65,Viktor,0.05,0.4272
OB65,Viktor,0.1,0.4410
OB65,Viktor,0.2,0.4546
OB65,Viktor,0.3,0.4651
OB65,Viktor,0.4,0.4750
OB65,Viktor,0.5,0.4849
OB65,Viktor,0.6,0.4957
OB65,Viktor,0.7,0.5088
OB65,Viktor,0.8,0.5238
OB65,Viktor,0.9,0.5404
OB65,Viktor,0.95,0.5643
OB65,Makoa,0.0,0.4205
OB65,Makoa,0.05,0.4383
OB65,Makoa,0.1,0.4525
OB65,Makoa,0.2,0.4657
OB65,Makoa,0.3,0.4767
OB65,Makoa,0.4,0.4870
OB65,Makoa,0.5,0.4973
OB65,Makoa,0.6,0.5084
OB65,Makoa,0.7,0.5209
OB65,Makoa,0.8,0.5371
OB65,Makoa,0.9,0.5549
OB65,Makoa,0.95,0.5777
OB65,Mal'Damba,0.0,0.4163
OB65,Mal'Damba,0.05,0.4349
OB65,Mal'Damba,0.1,0.4499
OB65,Mal'Damba,0.2,0.4642
OB65,Mal'Damba,0.3,0.4755
OB65,Mal'Damba,0.4,0.4862
OB65,Mal'Damba,0.5,0.4967
OB65,Mal'Damba,0.6,0.5078
OB65,Mal'Damba,0.7,0.5207
OB65,Mal'Damba,0.8,0.5364
OB65,Mal'Damba,0.9,0.5534
OB65,Mal'Damba,0.95,0.5758
OB65,Sha Lin,0.0,0.4112
OB65,Sha Lin,0.05,0.4323
OB65,Sha Lin,0.1,0.4477
OB65,Sha Lin,0.2,0.4617
OB65,Sha Lin,0.3,0.4733
OB65,Sha Lin,0.4,0.4860
OB65,Sha Lin,0.5,0.4988
OB65,Sha Lin,0.6,0.5113
OB65,Sha Lin,0.7,0.5247
OB65,Sha Lin,0.8,0.5403
OB65,Sha Lin,0.9,0.5588
OB65,Sha Lin,0.95,0.5815
OB65,Tyra,0.0,0.4257
OB65,Tyra,0.05,0.4445
OB65,Tyra,0.1,0.4584
OB65,Tyra,0.2,0.4720
OB65,Tyra,0.3,0.4832
OB65,Tyra,0.4,0.4936
OB65,Tyra,0.5,0.5035
OB65,Tyra,0.6,0.5137
OB65,Tyra,0.7,0.5248
OB65,Tyra,0.8,0.5393
OB65,Tyra,0.9,0.5548
OB65,Tyra,0.95,0.5735
OB65,Torvald,0.0,0.4365
OB65,Torvald,0.05,0.4563
OB65,Torvald,0.1,0.4724
OB65,Torvald,0.2,0.4878
OB65,Torvald,0.3,0.5013
OB65,Torvald,0.4,0.5132
OB65,Torvald,0.5,0.5249
OB65,Torvald,0.6,0.5371
OB65,Torvald,0.7,0.5499
OB65,Torvald,0.8,0.5640
OB65,Torvald,0.9,0.5786
OB65,Torvald,0.95,0.5943
OB65,Maeve,0.0,0.4144
OB65,Maeve,0.05,0.4315
OB65,Maeve,0.1,0.4477
OB65,Maeve,0.2,0.4624
OB65,Maeve,0.3,0.4751
OB65,Maeve,0.4,0.4870
OB65,Maeve,0.5,0.4985
OB65,Maeve,0.6,0.5104
OB65,Maeve,0.7,0.5230
OB65,Maeve,0.8,0.5414
OB65,Maeve,0.9,0.5610
OB65,Maeve,0.95,0.5801
OB65,Inara,0.0,0.4326
OB65,Inara,0.05,0.4511
OB65,Inara,0.1,0.4657
OB65,Inara,0.2,0.4796
OB65,Inara,0.3,0.4906
OB65,Inara,0.4,0.5006
OB65,Inara,0.5,0.5103
OB65,Inara,0.6,0.5202
OB65,Inara,0.7,0.5315
OB65,Inara,0.8,0.5455
OB65,Inara,0.9,0.5600
OB65,Inara,0.95,0.5761
OB65,Lex,0.0,0.4162
OB65,Lex,0.05,0.4344
OB65,Lex,0.1,0.4496
OB65,Lex,0.2,0.4641
OB65,Lex,0.3,0.4758
OB65,Lex,0.4,0.4864
OB65,Lex,0.5,0.4968
OB65,Lex,0.6,0.5076
OB65,Lex,0.7,0.5203
OB65,Lex,0.8,0.5365
OB65,Lex,0.9,0.5533
OB65,Lex,0.95,0.5700
OB65,Seris,0.0,0.4214
OB65,Seris,0.05,0.4391
OB65,Seris,0.1,0.4527
OB65,Seris,0.2,0.4654
OB65,Seris,0.3,0.4761
OB65,Seris,0.4,0.4854
OB65,Seris,0.5,0.4951
OB65,Seris,0.6,0.5051
OB65,Seris,0.7,0.5160
OB65,Seris,0.8,0.5297
OB65,Seris,0.9,0.5439
OB65,Seris,0.95,0.5622
OB65,Willo,0.0,0.4214
OB65,Willo,0.05,0.4405
OB65,Willo,0.1,0.4550
OB65,Willo,0.2,0.4693
OB65,Willo,0.3,0.4809
OB65,Willo,0.4,0.4915
OB65,Willo,0.5,0.5020
OB65,Willo,0.6,0.5129
OB65,Willo,0.7,0.5251
OB65,Willo,0.8,0.5403
OB65,Willo,0.9,0.5581
OB65,Willo,0.95,0.5807
OB65,Ash,0.0,0.4218
OB65,Ash,0.05,0.4391
OB65,Ash,0.1,0.4528
OB65,Ash,0.2,0.4651
OB65,Ash,0.3,0.4751
OB65,Ash,0.4,0.4841
OB65,Ash,0.5,0.4932
OB65,Ash,0.6,0.5031
OB65,Ash,0.7,0.5140
OB65,Ash,0.8,0.5278
OB65,Ash,0.9,0.5436
OB65,Ash,0.95,0.5635
OB65,Lian,0.0,0.4145
OB65,Lian,0.05,0.4309
OB65,Lian,0.1,0.4452
OB65,Lian,0.2,0.4588
OB65,Lian,0.3,0.4707
OB65,Lian,0.4,0.4808
OB65,Lian,0.5,0.4914
OB65,Lian,0.6,0.5020
OB65,Lian,0.7,0.5149
OB65,Lian,0.8,0.5319
OB65,Lian,0.9,0.5532
OB65,Lian,0.95,0.5788
OB65,Zhin,0.0,0.4332
OB65,Zhin,0.05,0.4513
OB65,Zhin,0.1,0.4663
OB65,Zhin,0.2,0.4803
OB65,Zhin,0.3,0.4920
OB65,Zhin,0.4,0.5031
OB65,Zhin,0.5,0.5142
OB65,Zhin,0.6,0.5263
OB65,Zhin,0.7,0.5396
OB65,Zhin,0.8,0.5548
OB65,Zhin,0.9,0.5704
OB65,Zhin,0.95,0.5880
OB65,Jenos,0.0,0.4201
OB65,Jenos,0.05,0.4380
OB65,Jenos,0.1,0.4527
OB65,Jenos,0.2,0.4664
OB65,Jenos,0.3,0.4779
OB65,Jenos,0.4,0.4883
OB65,Jenos,0.5,0.4985
OB65,Jenos,0.6,0.5091
OB65,Jenos,0.7,0.5216
OB65,Jenos,0.8,0.5365
OB65,Jenos,0.9,0.5524
OB65,Jenos,0.95,0.5713
OB65,Strix,0.0,0.3989
OB65,Strix,0.05,0.4209
OB65,Strix,0.1,0.4366
OB65,Strix,0.2,0.4511
OB65,Strix,0.3,0.4625
OB65,Strix,0.4,0.4737
OB65,Strix,0.5,0.4854
OB65,Strix,0.6,0.4984
OB65,Strix,0.7,0.5108
OB65,Strix,0.8,0.5301
OB65,Strix,0.9,0.5528
OB65,Strix,0.95,0.5905
OB65,Talus,0.0,0.4272
OB65,Talus,0.05,0.4451
OB65,Talus,0.1,0.4593
OB65,Talus,0.2,0.4729
OB65,Talus,0.3,0.4844
OB65,Talus,0.4,0.4948
OB65,Talus,0.5,0.5057
OB65,Talus,0.6,0.5172
OB65,Talus,0.7,0.5302
OB65,Talus,0.8,0.5464
OB65,Talus,0.9,0.5648
OB65,Talus,0.95,0.5873
OB65,Terminus,0.0,0.4456
OB65,Terminus,0.05,0.4630
OB65,Terminus,0.1,0.4766
OB65,Terminus,0.2,0.4897
OB65,Terminus,0.3,0.5004
OB65,Terminus,0.4,0.5106
OB65,Terminus,0.5,0.5205
OB65,Terminus,0.6,0.5315
OB65,Terminus,0.7,0.5436
OB65,Terminus,0.8,0.5574
OB65,Terminus,0.9,0.5697
OB65,Terminus,0.95,0.5864
OB65,Vivian,0.0,0.4147
OB65,Vivian,0.05,0.4317
OB65,Vivian,0.1,0.4448
OB65,Vivian,0.2,0.4568
OB65,Vivian,0.3,0.4666
OB65,Vivian,0.4,0.4757
OB65,Vivian,0.5,0.4850
OB65,Vivian,0.6,0.4950
OB65,Vivian,0.7,0.5065
OB65,Vivian,0.8,0.5224
OB65,Vivian,0.9,0.5432
OB65,Vivian,0.95,0.5679
OB66,Pip,0.0,0.4347
OB66,Pip,0.05,0.4527
OB66,Pip,0.1,0.4659
OB66,Pip,0.2,0.4805
OB66,Pip,0.3,0.4938
OB66,Pip,0.4,0.5047
OB66,Pip,0.5,0.5161
OB66,Pip,0.6,0.5272
OB66,Pip,0.7,0.5403
OB66,Pip,0.8,0.5557
OB66,Pip,0.9,0.5705
OB66,Pip,0.95,0.5917
OB66,Skye,0.0,0.4143
OB66,Skye,0.05,0.4320
OB66,Skye,0.1,0.4451
OB66,Skye,0.2,0.4568
OB66,Skye,0.3,0.4673
OB66,Skye,0.4,0.4771
OB66,Skye,0.5,0.4852
OB66,Skye,0.6,0.4943
OB66,Skye,0.7,0.5047
OB66,Skye,0.8,0.5178
OB66,Skye,0.9,0.5323
OB66,Skye,0.95,0.5523
OB66,Fernando,0.0,0.4334
OB66,Fernando,0.05,0.4499
OB66,Fernando,0.1,0.4635
OB66,Fernando,0.2,0.4767
OB66,Fernando,0.3,0.4873
OB66,Fernando,0.4,0.4972
OB66,Fernando,0.5,0.5062
OB66,Fernando,0.6,0.5162
OB66,Fernando,0.7,0.5269
OB66,Fernando,0.8,0.5400
OB66,Fernando,0.9,0.5547
OB66,Fernando,0.95,0.5720
OB66,Barik,0.0,0.4283
OB66,Barik,0.05,0.4470
OB66,Barik,0.1,0.4593
OB66,Barik,0.2,0.4710
OB66,Barik,0.3,0.4805
OB66,Barik,0.4,0.4881
OB66,Barik,0.5,0.4973
OB66,Barik,0.6,0.5067
OB66,Barik,0.7,0.5187
OB66,Barik,0.8,0.5313
OB66,Barik,0.9,0.5466
OB66,Barik,0.95,0.5641
OB66,Cassie,0.0,0.4193
OB66,Cassie,0.05,0.4372
OB66,Cassie,0.1,0.4515
OB66,Cassie,0.2,0.4655
OB66,Cassie,0.3,0.4776
OB66,Cassie,0.4,0.4880
OB66,Cassie,0.5,0.4988
OB66,Cassie,0.6,0.5098
OB66,Cassie,0.7,0.5228
OB66,Cassie,0.8,0.5391
OB66,Cassie,0.9,0.5589
OB66,Cassie,0.95,0.5838
OB66,Grohk,0.0,0.4437
OB66,Grohk,0.05,0.4642
OB66,Grohk,0.1,0.4804
OB66,Grohk,0.2,0.4946
OB66,Grohk,0.3,0.5062
OB66,Grohk,0.4,0.5161
OB66,Grohk,0.5,0.5287
OB66,Grohk,0.6,0.5400
OB66,Grohk,0.7,0.5518
OB66,Grohk,0.8,0.5646
OB66,Grohk,0.9,0.5773
OB66,Grohk,0.95,0.5929
OB66,Evie,0.0,0.4177
OB66,Evie,0.05,0.4330
OB66,Evie,0.1,0.4450
OB66,Evie,0.2,0.4620
OB66,Evie,0.3,0.4742
OB66,Evie,0.4,0.4850
OB66,Evie,0.5,0.4957
OB66,Evie,0.6,0.5080
OB66,Evie,0.7,0.5213
OB66,Evie,0.8,0.5365
OB66,Evie,0.9,0.5529
OB66,Evie,0.95,0.5717
OB66,Buck,0.0,0.4373
OB66,Buck,0.05,0.4555
OB66,Buck,0.1,0.4689
OB66,Buck,0.2,0.4822
OB66,Buck,0.3,0.4943
OB66,Buck,0.4,0.5043
OB66,Buck,0.5,0.5130
OB66,Buck,0.6,0.5235
OB66,Buck,0.7,0.5378
OB66,Buck,0.8,0.5518
OB66,Buck,0.9,0.5689
OB66,Buck,0.95,0.5923
OB66,Ruckus,0.0,0.4254
OB66,Ruckus,0.05,0.4393
OB66,Ruckus,0.1,0.4531
OB66,Ruckus,0.2,0.4657
OB66,Ruckus,0.3,0.4765
OB66,Ruckus,0.4,0.4867
OB66,Ruckus,0.5,0.4966
OB66,Ruckus,0.6,0.5067
OB66,Ruckus,0.7,0.5188
OB66,Ruckus,0.8,0.5355
OB66,Ruckus,0.9,0.5524
OB66,Ruckus,0.95,0.5743
OB66,Androxus,0.0,0.4061
OB66,Androxus,0.05,0.4258
OB66,Androxus,0.1,0.4412
OB66,Androxus,0.2,0.4548
OB66,Androxus,0.3,0.4666
OB66,Androxus,0.4,0.4771
OB66,Androxus,0.5,0.4890
OB66,Androxus,0.6,0.5010
OB66,Androxus,0.7,0.5135
OB66,Androxus,0.8,0.5306
OB66,Androxus,0.9,0.5483
OB66,Androxus,0.95,0.5733
OB66,Kinessa,0.0,0.3988
OB66,Kinessa,0.05,0.4196
OB66,Kinessa,0.1,0.4337
OB66,Kinessa,0.2,0.4498
OB66,Kinessa,0.3,0.4622
OB66,Kinessa,0.4,0.4737
OB66,Kinessa,0.5,0.4861
OB66,Kinessa,0.6,0.4988
OB66,Kinessa,0.7,0.5110
OB66,Kinessa,0.8,0.5291
OB66,Kinessa,0.9,0.5572
OB66,Kinessa,0.95,0.5956
OB66,Grover,0.0,0.4323
OB66,Grover,0.05,0.4520
OB66,Grover,0.1,0.4643
OB66,Grover,0.2,0.4759
OB66,Grover,0.3,0.4857
OB66,Grover,0.4,0.4955
OB66,Grover,0.5,0.5045
OB66,Grover,0.6,0.5145
OB66,Grover,0.7,0.5252
OB66,Grover,0.8,0.5408
OB66,Grover,0.9,0.5545
OB66,Grover,0.95,0.5698
OB66,Ying,0.0,0.4246
OB66,Ying,0.05,0.4432
OB66,Ying,0.1,0.4589
OB66,Ying,0.2,0.4727
OB66,Ying,0.3,0.4839
OB66,Ying,0.4,0.4953
OB66,Ying,0.5,0.5065
OB66,Ying,0.6,0.5166
OB66,Ying,0.7,0.5297
OB66,Ying,0.8,0.5465
OB66,Ying,0.9,0.5600
OB66,Ying,0.95,0.5760
OB66,Drogoz,0.0,0.4294
OB66,Drogoz,0.05,0.4478
OB66,Drogoz,0.1,0.4643
OB66,Drogoz,0.2,0.4785
OB66,Drogoz,0.3,0.4901
OB66,Drogoz,0.4,0.5016
OB66,Drogoz,0.5,0.5131
OB66,Drogoz,0.6,0.5249
OB66,Drogoz,0.7,0.5379
OB66,Drogoz,0.8,0.5531
OB66,Drogoz,0.9,0.5691
OB66,Drogoz,0.95,0.5843
OB66,Bomb King,0.0,0.4374
OB66,Bomb King,0.05,0.4560
OB66,Bomb King,0.1,0.4720
OB66,Bomb King,0.2,0.4850
OB66,Bomb King,0.3,0.4971
OB66,Bomb King,0.4,0.5085
OB66,Bomb King,0.5,0.5191
OB66,Bomb King,0.6,0.5304
OB66,Bomb King,0.7,0.5435
OB66,Bomb King,0.8,0.5594
OB66,Bomb King,0.9,0.5773
OB66,Bomb King,0.95,0.5975
OB66,Viktor,0.0,0.4199
OB66,Viktor,0.05,0.4358
OB66,Viktor,0.1,0.4470
OB66,Viktor,0.2,0.4594
OB66,Viktor,0.3,0.4699
OB66,Viktor,0.4,0.4790
OB66,Viktor,0.5,0.4885
OB66,Viktor,0.6,0.4978
OB66,Viktor,0.7,0.5097
OB66,Viktor,0.8,0.5235
OB66,Viktor,0.9,0.5399
OB66,Viktor,0.95,0.5593
OB66,Makoa,0.0,0.4299
OB66,Makoa,0.05,0.4459
OB66,Makoa,0.1,0.4591
OB66,Makoa,0.2,0.4718
OB66,Makoa,0.3,0.4822
OB66,Makoa,0.4,0.4915
OB66,Makoa,0.5,0.5011
OB66,Makoa,0.6,0.5108
OB66,Makoa,0.7,0.5222
OB66,Makoa,0.8,0.5360
OB66,Makoa,0.9,0.5510
OB66,Makoa,0.95,0.5698
OB66,Mal'Damba,0.0,0.4226
OB66,Mal'Damba,0.05,0.4384
OB66,Mal'Damba,0.1,0.4521
OB66,Mal'Damba,0.2,0.4655
OB66,Mal'Damba,0.3,0.4762
OB66,Mal'Damba,0.4,0.4855
OB66,Mal'Damba,0.5,0.4948
OB66,Mal'Damba,0.6,0.5053
OB66,Mal'Damba,0.7,0.5170
OB66,Mal'Damba,0.8,0.5313
OB66,Mal'Damba,0.9,0.5479
OB66,Mal'Damba,0.95,0.5669
OB66,Sha Lin,0.0,0.4185
OB66,Sha Lin,0.05,0.4344
OB66,Sha Lin,0.1,0.4489
OB66,Sha Lin,0.2,0.4634
OB66,Sha Lin,0.3,0.4727
OB66,Sha Lin,0.4,0.4837
OB66,Sha Lin,0.5,0.4946
OB66,Sha Lin,0.6,0.5066
OB66,Sha Lin,0.7,0.5202
OB66,Sha Lin,0.8,0.5350
OB66,Sha Lin,0.9,0.5540
OB66,Sha Lin,0.95,0.5795
OB66,Tyra,0.0,0.4333
OB66,Tyra,0.05,0.4519
OB66,Tyra,0.1,0.4650
OB66,Tyra,0.2,0.4776
OB66,Tyra,0.3,0.4880
OB66,Tyra,0.4,0.4978
OB66,Tyra,0.5,0.5066
OB66,Tyra,0.6,0.5166
OB66,Tyra,0.7,0.5271
OB66,Tyra,0.8,0.5406
OB66,Tyra,0.9,0.5533
OB66,Tyra,0.95,0.5704
OB66,Torvald,0.0,0.4384
OB66,Torvald,0.05,0.4575
OB66,Torvald,0.1,0.4718
OB66,Torvald,0.2,0.4852
OB66,Torvald,0.3,0.4972
OB66,Torvald,0.4,0.5083
OB66,Torvald,0.5,0.5192
OB66,Torvald,0.6,0.5308
OB66,Torvald,0.7,0.5437
OB66,Torvald,0.8,0.5575
OB66,Torvald,0.9,0.5715
OB66,Torvald,0.95,0.5866
OB66,Maeve,0.0,0.4238
OB66,Maeve,0.05,0.4388
OB66,Maeve,0.1,0.4521
OB66,Maeve,0.2,0.4673
OB66,Maeve,0.3,0.4792
OB66,Maeve,0.4,0.4905
OB66,Maeve,0.5,0.5021
OB66,Maeve,0.6,0.5132
OB66,Maeve,0.7,0.5263
OB66,Maeve,0.8,0.5434
OB66,Maeve,0.9,0.5599
OB66,Maeve,0.95,0.5770
OB66,Inara,0.0,0.4389
OB66,Inara,0.05,0.4571
OB66,Inara,0.1,0.4709
OB66,Inara,0.2,0.4840
OB66,Inara,0.3,0.4942
OB66,Inara,0.4,0.5035
OB66,Inara,0.5,0.5126
OB66,Inara,0.6,0.5217
OB66,Inara,0.7,0.5318
OB66,Inara,0.8,0.5436
OB66,Inara,0.9,0.5566
OB66,Inara,0.95,0.5721
OB66,Lex,0.0,0.4270
OB66,Lex,0.05,0.4436
OB66,Lex,0.1,0.4568
OB66,Lex,0.2,0.4698
OB66,Lex,0.3,0.4800
OB66,Lex,0.4,0.4896
OB66,Lex,0.5,0.4988
OB66,Lex,0.6,0.5092
OB66,Lex,0.7,0.5203
OB66,Lex,0.8,0.5340
OB66,Lex,0.9,0.5481
OB66,Lex,0.95,0.5648
OB66,Seris,0.0,0.4301
OB66,Seris,0.05,0.4478
OB66,Seris,0.1,0.4611
OB66,Seris,0.2,0.4732
OB66,Seris,0.3,0.4826
OB66,Seris,0.4,0.4917
OB66,Seris,0.5,0.5008
OB66,Seris,0.6,0.5098
OB66,Seris,0.7,0.5193
OB66,Seris,0.8,0.5319
OB66,Seris,0.9,0.5461
OB66,Seris,0.95,0.5620
OB66,Willo,0.0,0.4266
OB66,Willo,0.05,0.4467
OB66,Willo,0.1,0.4604
OB66,Willo,0.2,0.4731
OB66,Willo,0.3,0.4831
OB66,Willo,0.4,0.4935
OB66,Willo,0.5,0.5036
OB66,Willo,0.6,0.5139
OB66,Willo,0.7,0.5252
OB66,Willo,0.8,0.5401
OB66,Willo,0.9,0.5540
OB66,Willo,0.95,0.5710
OB66,Ash,0.0,0.4268
OB66,Ash,0.05,0.4430
OB66,Ash,0.1,0.4560
OB66,Ash,0.2,0.4678
OB66,Ash,0.3,0.4774
OB66,Ash,0.4,0.4861
OB66,Ash,0.5,0.4948
OB66,Ash,0.6,0.5036
OB66,Ash,0.7,0.5142
OB66,Ash,0.8,0.5268
OB66,Ash,0.9,0.5406
OB66,Ash,0.95,0.5573
OB66,Lian,0.0,0.4183
OB66,Lian,0.05,0.4355
OB66,Lian,0.1,0.4487
OB66,Lian,0.2,0.4607
OB66,Lian,0.3,0.4725
OB66,Lian,0.4,0.4816
OB66,Lian,0.5,0.4908
OB66,Lian,0.6,0.5006
OB66,Lian,0.7,0.5118
OB66,Lian,0.8,0.5274
OB66,Lian,0.9,0.5472
OB66,Lian,0.95,0.5722
OB66,Zhin,0.0,0.4389
OB66,Zhin,0.05,0.4558
OB66,Zhin,0.1,0.4708
OB66,Zhin,0.2,0.4841
OB66,Zhin,0.3,0.4951
OB66,Zhin,0.4,0.5047
OB66,Zhin,0.5,0.5147
OB66,Zhin,0.6,0.5252
OB66,Zhin,0.7,0.5369
OB66,Zhin,0.8,0.5503
OB66,Zhin,0.9,0.5642
OB66,Zhin,0.95,0.5788
OB66,Jenos,0.0,0.4224
OB66,Jenos,0.05,0.4410
OB66,Jenos,0.1,0.4536
OB66,Jenos,0.2,0.4662
OB66,Jenos,0.3,0.4764
OB66,Jenos,0.4,0.4864
OB66,Jenos,0.5,0.4951
OB66,Jenos,0.6,0.5045
OB66,Jenos,0.7,0.5156
OB66,Jenos,0.8,0.5297
OB66,Jenos,0.9,0.5455
OB66,Jenos,0.95,0.5651
OB66,Strix,0.0,0.4094
OB66,Strix,0.05,0.4296
OB66,Strix,0.1,0.4438
OB66,Strix,0.2,0.4578
OB66,Strix,0.3,0.4691
OB66,Strix,0.4,0.4805
OB66,Strix,0.5,0.4912
OB66,Strix,0.6,0.5020
OB66,Strix,0.7,0.5138
OB66,Strix,0.8,0.5297
OB66,Strix,0.9,0.5472
OB66,Strix,0.95,0.5772
OB66,Talus,0.0,0.4312
OB66,Talus,0.05,0.4488
OB66,Talus,0.1,0.4632
OB66,Talus,0.2,0.4759
OB66,Talus,0.3,0.4865
OB66,Talus,0.4,0.4970
OB66,Talus,0.5,0.5071
OB66,Talus,0.6,0.5176
OB66,Talus,0.7,0.5301
OB66,Talus,0.8,0.5449
OB66,Talus,0.9,0.5612
OB66,Talus,0.95,0.5812
OB66,Terminus,0.0,0.4516
OB66,Terminus,0.05,0.4676
OB66,Terminus,0.1,0.4804
OB66,Terminus,0.2,0.4930
OB66,Terminus,0.3,0.5038
OB66,Terminus,0.4,0.5133
OB66,Terminus,0.5,0.5232
OB66,Terminus,0.6,0.5329
OB66,Terminus,0.7,0.5431
OB66,Terminus,0.8,0.5572
OB66,Terminus,0.9,0.5682
OB66,Terminus,0.95,0.5801
OB66,Vivian,0.0,0.4225
OB66,Vivian,0.05,0.4368
OB66,Vivian,0.1,0.4482
OB66,Vivian,0.2,0.4607
OB66,Vivian,0.3,0.4706
OB66,Vivian,0.4,0.4805
OB66,Vivian,0.5,0.4898
OB66,Vivian,0.6,0.4986
OB66,Vivian,0.7,0.5096
OB66,Vivian,0.8,0.5236
OB66,Vivian,0.9,0.5403
OB66,Vivian,0.95,0.5679
OB66,Moji,0.0,0.4427
OB66,Moji,0.05,0.4604
OB66,Moji,0.1,0.4732
OB66,Moji,0.2,0.4868
OB66,Moji,0.3,0.4991
OB66,Moji,0.4,0.5118
OB66,Moji,0.5,0.5228
OB66,Moji,0.6,0.5348
OB66,Moji,0.7,0.5472
OB66,Moji,0.8,0.5613
OB66,Moji,0.9,0.5777
OB66,Moji,0.95,0.5953
OB67,Pip,0.0,0.4226
OB67,Pip,0.05,0.4449
OB67,Pip,0.1,0.4613
OB67,Pip,0.2,0.4777
OB67,Pip,0.3,0.4931
OB67,Pip,0.4,0.5062
OB67,Pip,0.5,0.5196
OB67,Pip,0.6,0.5340
OB67,Pip,0.7,0.5499
OB67,Pip,0.8,0.5698
OB67,Pip,0.9,0.5890
OB67,Pip,0.95,0.6117
OB67,Skye,0.0,0.4050
OB67,Skye,0.05,0.4224
OB67,Skye,0.1,0.4365
OB67,Skye,0.2,0.4510
OB67,Skye,0.3,0.4625
OB67,Skye,0.4,0.4743
OB67,Skye,0.5,0.4852
OB67,Skye,0.6,0.4969
OB67,Skye,0.7,0.5097
OB67,Skye,0.8,0.5264
OB67,Skye,0.9,0.5461
OB67,Skye,0.95,0.5719
OB67,Fernando,0.0,0.4218
OB67,Fernando,0.05,0.4418
OB67,Fernando,0.1,0.4577
OB67,Fernando,0.2,0.4726
OB67,Fernando,0.3,0.4855
OB67,Fernando,0.4,0.4972
OB67,Fernando,0.5,0.5082
OB67,Fernando,0.6,0.5202
OB67,Fernando,0.7,0.5336
OB67,Fernando,0.8,0.5499
OB67,Fernando,0.9,0.5670
OB67,Fernando,0.95,0.5863
OB67,Barik,0.0,0.4192
OB67,Barik,0.05,0.4378
OB67,Barik,0.1,0.4520
OB67,Barik,0.2,0.4674
OB67,Barik,0.3,0.4802
OB67,Barik,0.4,0.4909
OB67,Barik,0.5,0.5019
OB67,Barik,0.6,0.5135
OB67,Barik,0.7,0.5279
OB67,Barik,0.8,0.5445
OB67,Barik,0.9,0.5629
OB67,Barik,0.95,0.5832
OB67,Cassie,0.0,0.4102
OB67,Cassie,0.05,0.4330
OB67,Cassie,0.1,0.4501
OB67,Cassie,0.2,0.4663
OB67,Cassie,0.3,0.4806
OB67,Cassie,0.4,0.4938
OB67,Cassie,0.5,0.5067
OB67,Cassie,0.6,0.5202
OB67,Cassie,0.7,0.5347
OB67,Cassie,0.8,0.5542
OB67,Cassie,0.9,0.5777
OB67,Cassie,0.95,0.6071
OB67,Grohk,0.0,0.4322
OB67,Grohk,0.05,0.4571
OB67,Grohk,0.1,0.4730
OB67,Grohk,0.2,0.4913
OB67,Grohk,0.3,0.5067
OB67,Grohk,0.4,0.5199
OB67,Grohk,0.5,0.5344
OB67,Grohk,0.6,0.5480
OB67,Grohk,0.7,0.5616
OB67,Grohk,0.8,0.5767
OB67,Grohk,0.9,0.5934
OB67,Grohk,0.95,0.6118
OB67,Evie,0.0,0.3999
OB67,Evie,0.05,0.4227
OB67,Evie,0.1,0.4434
OB67,Evie,0.2,0.4616
OB67,Evie,0.3,0.4768
OB67,Evie,0.4,0.4909
OB67,Evie,0.5,0.5048
OB67,Evie,0.6,0.5194
OB67,Evie,0.7,0.5344
OB67,Evie,0.8,0.5515
OB67,Evie,0.9,0.5713
OB67,Evie,0.95,0.5950
OB67,Buck,0.0,0.4232
OB67,Buck,0.05,0.4440
OB67,Buck,0.1,0.4597
OB67,Buck,0.2,0.4748
OB67,Buck,0.3,0.4869
OB67,Buck,0.4,0.4988
OB67,Buck,0.5,0.5113
OB67,Buck,0.6,0.5226
OB67,Buck,0.7,0.5384
OB67,Buck,0.8,0.5584
OB67,Buck,0.9,0.5783
OB67,Buck,0.95,0.6027
OB67,Ruckus,0.0,0.4118
OB67,Ruckus,0.05,0.4307
OB67,Ruckus,0.1,0.4465
OB67,Ruckus,0.2,0.4619
OB67,Ruckus,0.3,0.4751
